RecordID,CertificateNumber,BusinessName,InspectionDate,InspectionResult,Industry,Borough,BuildingNumber,Street,Street2,UnitType,Unit,Description,City,State,Zip,Longitude,Latitude
4789-UNIT,9326809,"GRAY LINE NEW YORK TOURS, INC.",2016-04-21T00:00:00Z,Pass,Sightseeing Bus - 078,Brooklyn,43,2ND AVE,NA,NA,NA,NA,BROOKLYN,NY,11215,-73.9921482,40.6740635
59019-2017-ENFO,70043640,STAR DELI & CONVENIENCE CORP,2017-09-23T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,181,WOODRUFF AVE,NA,NA,NA,NA,BROOKLYN,NY,11226,-73.96014694,40.65468971
8680-2018-ENFO,3080792,MODEL T MEATS CORP.,2018-02-09T00:00:00Z,Pass,Grocery-Retail - 808,Brooklyn,404,GRAHAM AVE,NA,NA,NA,NA,BROOKLYN,NY,11211,-73.94476041,40.71687988
17862-2018-ENFO,9416112,CHICHI SPORTSWEAR CORP.,2018-03-27T00:00:00Z,Out of Business,Grocery-Retail - 808,Bronx,935,E 163RD ST,NA,FRNT,2,NA,BRONX,NY,10459,-73.89664983,40.82100694
23893-2016-ENFO,9333193,"FCO CLEANERS & TAYLOR, CORP.",2016-04-05T00:00:00Z,No Violation Issued,Laundry Jobber - 066,Bronx,1115,JEROME AVE,NA,NA,NA,NA,BRONX,NY,10452,-73.92429915,40.8346367
16285-2017-ENFO,3062070,"PRAMUKH 325, INC",2017-03-09T00:00:00Z,Pass,Grocery-Retail - 808,Manhattan,325,3RD AVE,NA,NA,NA,NA,NEW YORK,NY,10010,-73.98251994,40.73968151
58728-2017-ENFO,5419996,STARRETT CITY DELI AND GROCERY INC,2017-09-17T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,114,COZINE AVE,NA,NA,NA,NA,BROOKLYN,NY,11207,-73.88764277,40.65398573
47456-2016-ENFO,9353010,"YAFAI, FAIZ A",2016-07-21T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,1339,FLATBUSH AVE,NA,NA,NA,NA,BROOKLYN,NY,11226,-73.95361336,40.63845186
4690-2016-CMPL,5395611,"CARIBBEAN AUTO SALES, INC.",2016-04-06T00:00:00Z,Violation Issued,Secondhand Dealer Auto - 005,Queens,7619,QUEENS BLVD,NA,NA,NA,NA,ELMHURST,NY,11373,-73.88812401,40.73881056
8875-2018-ENFO,5420868,R R APPLIANCES CORP,2018-02-05T00:00:00Z,Violation Issued,Secondhand Dealer [General] - 006,Bronx,2262,WEBSTER AVE,NA,NA,NA,NA,BRONX,NY,10457,-73.89585832,40.85580368
75592-2017-ENFO,3073305,FRESH TO GO DELI CORP,2017-12-20T00:00:00Z,Pass,Grocery-Retail - 808,Brooklyn,957,FULTON ST,NA,NA,NA,NA,BROOKLYN,NY,11238,-73.96460808,40.68301178
6055-2018-ENFO,70044349,BORO PARK GROCERY CORP,2018-01-25T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,1171,38TH ST,NA,NA,NA,NA,BROOKLYN,NY,11218,-73.98855571,40.64291818
6705-UNIT,10010936,CYCLONE TRANSPORT INC.,2018-06-05T00:00:00Z,Pass,Tow Truck Company - 124,Brooklyn,3086,CROPSEY AVE,NA,NA,NA,NA,BROOKLYN,NY,11224,-73.98552812,40.57995775
42251-2017-ENFO,50079367,887 PIZZA & DELI CORP.,2017-06-28T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,887,MANHATTAN AVE,NA,NA,NA,NA,BROOKLYN,NY,11222,-73.95414141,40.72991611
7105-2017-ENFO,9362103,CENTRAL PLUMBING SPECIALTIES CO INC,2017-01-25T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Manhattan,1254,PARK AVE,NA,NA,NA,NA,NEW YORK,NY,10029,-73.95221344,40.78703071
63323-2016-ENFO,9357315,HOU SONG LIN,2016-09-21T00:00:00Z,Out of Business,Misc Non-Food Retail - 817,Brooklyn,794,GRAND ST,NA,NA,NA,NA,BROOKLYN,NY,11211,-73.94150736,40.71186908
42336-2017-ENFO,9396843,SN VARIETY CENTER INC,2017-06-23T00:00:00Z,No Violation Issued,Electronic Store - 001,Queens,7413,101ST AVE,NA,NA,NA,NA,OZONE PARK,NY,11416,-73.86310521,40.67942522
22543-2018-ENFO,9415821,"ELSA HAIR STYLES, LLC",2018-04-16T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Bronx,212,W KINGSBRIDGE RD,NA,FRNT,1,NA,BRONX,NY,10463,-73.90445299,40.87199386
45783-2016-ENFO,9347032,RAFAEL T GIL,2016-07-07T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Staten Island,2160,FOREST AVE,NA,NA,NA,NA,STATEN ISLAND,NY,10303,-74.16179508,40.62666006
28477-2017-ENFO,3078103,"3484 BROADWAY MINI-MARKET, INC.",2017-05-01T00:00:00Z,Pass,Grocery-Retail - 808,Manhattan,3484,BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10031,-73.95170222,40.82469636
6139-2017-ENFO,70040538,FIRST EXPRESS DELI AND GROCERY 1 INC,2017-02-18T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Staten Island,134,LINCOLN AVE,NA,NA,NA,NA,STATEN ISLAND,NY,10306,-74.10803721,40.57902129
49442-2017-ENFO,9397389,A & J HEALTH AND BEAUTY INC,2017-08-01T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Queens,13687,37TH AVE,NA,NA,NA,NA,FLUSHING,NY,11354,-73.82932816,40.76198375
52238-2016-ENFO,9344311,BROOKLYN INDUSTRIES (NY),2016-08-04T00:00:00Z,No Violation Issued,Wearing Apparel - 450,Brooklyn,184,BROADWAY,NA,NA,NA,NA,BROOKLYN,NY,11211,-73.96218796,40.70987405
65603-2016-ENFO,5401526,WILLIAM ORGANIC MARKET INC,2016-10-05T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,296,LEONARD ST,NA,NA,NA,NA,BROOKLYN,NY,11211,-73.94773484,40.71438353
45493-2017-ENFO,9393015,PARK SLOPES AMAZING VARIETY STORE INC.,2017-07-13T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Brooklyn,542,5TH AVE,NA,NA,NA,NA,BROOKLYN,NY,11215,-73.98906723,40.66587284
25977-2016-ENFO,3051314,"ROYAL CARE PHARMACY, INC.",2016-04-13T00:00:00Z,Pass,Drug Store Retail - 810,Manhattan,127,E 110TH ST,NA,NA,NA,NA,NEW YORK,NY,10029,-73.94503141,40.79506957
34376-2017-ENFO,3064899,OCEAN DRY CLEANERS INC.,2017-06-09T00:00:00Z,Pass,Laundry Jobber - 066,Queens,7905,JAMAICA AVE,NA,NA,NA,NA,WOODHAVEN,NY,11421,-73.86316234,40.69199361
38346-2017-ENFO,50078854,DEBSRE TRADING INC,2017-06-10T00:00:00Z,Closed,Cigarette Retail Dealer - 127,Manhattan,1541,2ND AVE,NA,NA,NA,NA,NEW YORK,NY,10028,-73.95449729,40.7741204
36885-2016-ENFO,9332807,"BEST PRICE, INC.",2016-05-26T00:00:00Z,No Violation Issued,Electronic & Home Appliance Service Dealer - 115,Bronx,1015,SOUTHERN BLVD,NA,NA,NA,NA,BRONX,NY,10459,-73.89183331,40.8234563
453-2018-ENFO,5423691,TRIBORO PEDICAP CORPORATION,2017-12-13T00:00:00Z,Violation Issued,Pedicab Business - 130,Manhattan,148,W 48TH ST,NA,NA,NA,NA,NEW YORK,NY,10036,-73.98274222,40.75922689
44480-2017-ENFO,9397013,"ADVANCE AUTO & BODY WORKS, INC.",2017-07-03T00:00:00Z,No Evidence of Activity,Secondhand Dealer [General] - 006,Queens,1001,45TH AVE,NA,NA,NA,NA,LONG ISLAND CITY,NY,11101,-73.951884,40.74819524
76839-2016-ENFO,9360005,G.O.L.A INC,2016-12-02T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Manhattan,133,ELDRIDGE ST,NA,NA,NA,NA,NEW YORK,NY,10002,-73.99156933,40.71894864
18017-2017-ENFO,9379318,GREENPOINT DELI & GROCERY INC,2017-03-10T00:00:00Z,Closed,Grocery-Retail - 808,Brooklyn,137,CARLTON AVE,NA,NA,NA,NA,BROOKLYN,NY,11205,-73.97299387,40.69359514
1316-2017-ENFO,3058918,KING FISH CORP,2016-12-25T00:00:00Z,Pass,Grocery-Retail - 808,Brooklyn,1315,FULTON ST,NA,NA,NA,NA,BROOKLYN,NY,11216,-73.94867007,40.68035158
74734-2016-ENFO,9351469,830 EAST INC,2016-11-22T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Bronx,836,E 233RD ST,NA,NA,NA,NA,BRONX,NY,10466,-73.85304654,40.89200904
2675-2016-ENFO,5393112,"CESPEDES, BELMA",2016-01-08T00:00:00Z,Violation Issued,Secondhand Dealer [General] - 006,Staten Island,171,BROAD ST,NA,NA,NA,NA,STATEN ISLAND,NY,10304,-74.0804552,40.62433309
65400-2016-ENFO,9359242,"DOUBLE PLAY TOYS, INC",2016-09-29T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Brooklyn,4115,14TH AVE,NA,NA,NA,NA,BROOKLYN,NY,11219,-73.98538942,40.63802936
60139-2016-ENFO,5402604,WATER MINIMARKET CORP,2016-09-09T00:00:00Z,Violation Issued,Grocery-Retail - 808,Queens,1551,HASSOCK ST,NA,NA,NA,NA,FAR ROCKAWAY,NY,11691,-73.75340563,40.60912936
18340-2017-ENFO,5404817,SHRI KRUSHNA CORP.,2017-03-16T00:00:00Z,Violation Issued,Grocery-Retail - 808,Manhattan,186,PRINCE ST,NA,NA,NA,NA,NEW YORK,NY,10012,-74.00218998,40.72640644
33689-2016-ENFO,9338244,HEARTLAND MARKET INC,2016-05-13T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Staten Island,51,RICHMOND HILL RD,NA,NA,NA,NA,STATEN ISLAND,NY,10314,-74.16612661,40.58811689
20131-2018-ENFO,9420633,15 W 36TH PHOTO CORP,2018-04-09T00:00:00Z,No Violation Issued,Electronic Store - 001,Manhattan,15,W 36TH ST,NA,NA,NA,NA,NEW YORK,NY,10018,-73.9844409,40.7500789
5332-2016-ENFO,9321740,"ROSARIO, JOSE",2016-01-12T00:00:00Z,No Violation Issued,Grocery-Retail - 808,Brooklyn,358,FRANKLIN AVE,NA,NA,NA,NA,BROOKLYN,NY,11238,-73.95680689,40.68675847
6043-2016-ENFO,9325308,UNICO SPRING CORPORATION,2016-01-22T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Queens,11304,ROCKAWAY BLVD,NA,NA,NA,NA,SOUTH OZONE PARK,NY,11420,-73.82527676,40.67711779
13201-2018-ENFO,9413249,ALLSALE FASHION INC,2018-02-27T00:00:00Z,No Violation Issued,Wearing Apparel - 450,Queens,14120,NORTHERN BLVD,NA,NA,NA,NA,FLUSHING,NY,11354,-73.82555683,40.76438799
5088-2016-ENFO,9327337,BASICS PLUS INC.,2016-01-11T00:00:00Z,No Violation Issued,Electronic & Home Appliance Service Dealer - 115,Manhattan,194,3RD AVE,NA,NA,NA,NA,NEW YORK,NY,10003,-73.98562064,40.73544953
61818-2016-ENFO,3060381,TOYS R US INC,2016-09-16T00:00:00Z,Pass,Misc Non-Food Retail - 817,Staten Island,105,MILL RD,NA,NA,NA,NA,STATEN ISLAND,NY,10306,-74.10856015,40.56632058
11376-2017-ENFO,5407982,BIG STAR FUTA DELI CORP,2017-02-13T00:00:00Z,Violation Issued,Grocery-Retail - 808,Bronx,340,E 149TH ST,NA,FRNT,1,NA,BRONX,NY,10451,-73.92029126,40.81673845
76949-2016-ENFO,70038537,BRONX GOURMET FOOD CORP.,2016-12-06T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Bronx,921,E 180TH ST,NA,NA,NA,FRNT A,BRONX,NY,10460,-73.88147307,40.84449807
55502-2016-ENFO,9346018,"NEW WAY FOOD MARKET, INC.",2016-08-19T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,1902,ADAM CLAYTON POWELL JR BLVD,NA,NA,NA,NA,NEW YORK,NY,10026,-73.95295352,40.80264853
13698-2016-ENFO,9330554,FRESH CONVENIENCE CORP.,2016-03-02T00:00:00Z,No Evidence of Activity,Cigarette Retail Dealer - 127,Queens,10609,SUTPHIN BLVD,NA,NA,NA,NA,JAMAICA,NY,11435,-73.80262298,40.69490575
74521-2016-ENFO,50073977,PORT RICHMOND DISCOUNT INC,2016-11-26T00:00:00Z,Out of Business,Cigarette Retail Dealer - 127,Staten Island,203,PORT RICHMOND AVE,NA,NA,NA,NA,STATEN ISLAND,NY,10302,-74.13420598,40.63681563
59577-2016-ENFO,50072968,"NOLASCO, JONNY",2016-09-10T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Queens,10902,GUY R BREWER BLVD,NA,NA,NA,NA,JAMAICA,NY,11433,-73.78990815,40.69471855
2479-2016-ENFO,40001232,BOLLA OPERATING CORP.,2016-01-08T00:00:00Z,Pass,Gas Station-Retail - 815,Staten Island,2150,HYLAN BLVD,NA,NA,NA,NA,STATEN ISLAND,NY,10306,-74.10216791,40.57808519
58029-2017-ENFO,9399365,FRESH FRUIT & CAFE ORGANIC INC,2017-09-12T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Queens,3303,BROADWAY,NA,NA,NA,NA,ASTORIA,NY,11106,-73.92364987,40.76117087
12712-2016-CMPL,5402589,COHEN'S FASHION OPTICAL,2016-09-02T00:00:00Z,Violation Issued,Air Condtioning Law - 899,Queens,3733,82ND ST,NA,NA,NA,NA,JACKSON HEIGHTS,NY,11372,-73.88423723,40.74940695
62419-2017-ENFO,70043361,6 BROTHERS DELI & GRILL CORP.,2017-10-07T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Bronx,2325,SOUTHERN BLVD,NA,NA,NA,NA,BRONX,NY,10460,-73.88223792,40.8514018
53766-2017-ENFO,9398690,LJ HUB 101 INC,2017-08-18T00:00:00Z,No Violation Issued,Electronic & Home Appliance Service Dealer - 115,Queens,10602,101ST AVE,NA,NA,NA,NA,OZONE PARK,NY,11416,-73.83681124,40.68687045
15226-2017-ENFO,9374265,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",2017-02-28T00:00:00Z,No Violation Issued,Parking Lot - 050,Queens,16835,ROCKAWAY BLVD,NA,NA,NA,NA,JAMAICA,NY,11434,-73.77254024,40.65894296
22000-2017-ENFO,9374574,SPRINT SPECTRUM L.P.,2017-03-24T00:00:00Z,No Violation Issued,Secondhand Dealer [General] - 006,Queens,15385,CROSS ISLAND PKWY,NA,NA,NA,NA,WHITESTONE,NY,11357,-73.80832664,40.78693613
58607-2016-ENFO,40002178,"Z A & D SERVICE STATION, INC.",2016-09-08T00:00:00Z,Pass,Gas Station-Retail - 815,Queens,3105,38TH AVE,NA,NA,NA,NA,LONG ISLAND CITY,NY,11101,-73.93187692,40.7537213
30193-2017-ENFO,3063114,MONTEITH ANGELA M,2017-05-02T00:00:00Z,Pass,Grocery-Retail - 808,Bronx,1567,SAINT PETERS AVE,NA,NA,NA,NA,BRONX,NY,10461,-73.8476198,40.84056357
3750-2018-ENFO,9400291,J Y J DELI GROCERY CORP.,2018-01-08T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Bronx,968,E 165TH ST,NA,NA,NA,NA,BRONX,NY,10459,-73.89458215,40.82394192
13666-2017-ENFO,40004089,REMSEN SERVICE CORP.,2017-03-22T00:00:00Z,Fail,Gas Station-Retail - 815,Brooklyn,914,REMSEN AVE,NA,NA,NA,NA,BROOKLYN,NY,11236,-73.91236571,40.64596226
58370-2017-ENFO,9388118,ISMET LUKACEVIC,2017-09-14T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Manhattan,268,W 72ND ST,NA,NA,NA,NA,NEW YORK,NY,10023,-73.98359995,40.77943105
9914-2018-ENFO,5425115,J VASQUEZ MEAT CORP.,2018-03-15T00:00:00Z,Violation Issued,Supermarket - 819,Brooklyn,1142,BEDFORD AVE,NA,NA,NA,NA,BROOKLYN,NY,11216,-73.95432348,40.68537689
61687-2016-ENFO,9357281,NASSAU BARBER SHOP LLC,2016-09-15T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Brooklyn,186,NASSAU AVE,NA,NA,NA,NA,BROOKLYN,NY,11222,-73.94589343,40.72538368
10561-2016-ENFO,3045079,AMBER & WHITE MARKETS INC,2016-02-12T00:00:00Z,Pass,Supermarket - 819,Manhattan,1066,3RD AVE,NA,NA,NA,NA,NEW YORK,NY,10065,-73.96469853,40.76415508
44556-2017-ENFO,80028501,"CAFE LA MORENA, INC.",2017-07-06T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,950,3RD AVE,NA,NA,NA,NA,BROOKLYN,NY,11232,-74.00653413,40.65544026
40726-2017-ENFO,3069558,MEDICITI DRUGS INC.,2017-06-16T00:00:00Z,Pass,Drug Store Retail - 810,Queens,6638,GRAND AVE,NA,NA,NA,NA,MASPETH,NY,11378,-73.89778786,40.72460445
43119-2017-ENFO,9396699,ZIBBER CORP.,2017-06-27T00:00:00Z,No Violation Issued,Stoop Line Stand - 033,Queens,8920,NORTHERN BLVD,NA,NA,NA,NA,JACKSON HEIGHTS,NY,11372,-73.87858727,40.75626301
14768-2016-ENFO,9328684,ACTIVE OF BROADWAY INC.,2016-02-18T00:00:00Z,No Violation Issued,Secondhand Dealer [General] - 006,Manhattan,3346,BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10031,-73.95488479,40.82034178
19439-2016-ENFO,3057475,K & I LLC,2016-05-13T00:00:00Z,Pass,Laundry - 064,Brooklyn,4113,8TH AVE,NA,NA,NA,NA,BROOKLYN,NY,11232,-73.99859462,40.64602309
79770-2016-ENFO,9356728,"AKTER, JASMIN",2016-12-20T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,NA,6 AVENUE,WEST   26 STREET,NA,NA,S/E/C,NEW YORK,NY,10001,-73.99141809,40.74480148
8461-2016-ENFO,3047492,T AND F PARTNERSHIP,2016-02-01T00:00:00Z,Pass,Grocery-Retail - 808,Bronx,5622,MOSHOLU AVE,NA,NA,NA,NA,BRONX,NY,10471,-73.90273521,40.90431935
13650-2017-ENFO,9367034,LEE BROTHERS AUTO BODY REPAIR INC,2017-02-15T00:00:00Z,No Evidence of Activity,Secondhand Dealer [General] - 006,Brooklyn,375,SMITH ST,NA,NA,NA,NA,BROOKLYN,NY,11231,-73.99561593,40.67910584
69517-2016-ENFO,9355337,"NEW CINGULAR WIRELESS PCS, LLC",2016-10-20T00:00:00Z,No Violation Issued,Electronic Store - 001,Staten Island,2865,RICHMOND AVE,NA,NA,NA,NA,STATEN ISLAND,NY,10314,-74.1697724,40.5762238
27381-2016-ENFO,9340007,DIVA LICIOUS NAIL & SPA CORP,2016-04-19T00:00:00Z,Out of Business,Salons And Barbershop - 841,Queens,7173,YELLOWSTONE BLVD,NA,NA,NA,NA,FOREST HILLS,NY,11375,-73.85528912,40.720826
34627-2016-ENFO,3057205,AMSTERDAM STOP ONE DELI CORP.,2016-05-20T00:00:00Z,Pass,Grocery-Retail - 808,Manhattan,1437,AMSTERDAM AVE,NA,NA,NA,NA,NEW YORK,NY,10027,-73.95405292,40.81639455
72214-2017-ENFO,9404784,FIFTH AVENUE DELI-MART INC.,2017-11-30T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,1318,5TH AVE,NA,NA,NA,NA,NEW YORK,NY,10026,-73.94883623,40.79742905
2340-2016-ENFO,3049327,GONZALEZ CANDIDO,2016-01-07T00:00:00Z,Pass,Grocery-Retail - 808,Brooklyn,4824,6TH AVE,NA,NA,NA,NA,BROOKLYN,NY,11220,-74.00714567,40.64472185
18961-2017-ENFO,9350180,ALLERTON CORP.,2017-03-10T00:00:00Z,No Violation Issued,Drug Store Retail - 810,Bronx,511,E TREMONT AVE,NA,NA,NA,NA,BRONX,NY,10457,-73.89669655,40.84676886
13544-2018-ENFO,9395415,CITY WIDE INCOME TAX,2018-03-06T00:00:00Z,No Violation Issued,Tax Preparers - 891,Brooklyn,1720,MERMAID AVE,NA,NA,NA,NA,BROOKLYN,NY,11224,-73.98500328,40.57659255
11204-2017-ENFO,50076029,DUANE READE,2017-02-18T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Staten Island,3155,AMBOY RD,NA,NA,NA,NA,STATEN ISLAND,NY,10306,-74.13185061,40.56438582
32393-2016-ENFO,3051350,FANCY EAST SIDE CLEANERS INC.,2016-05-11T00:00:00Z,Fail,Cigarette Retail Dealer - 127,Manhattan,2315,3RD AVE,NA,NA,NA,NA,NEW YORK,NY,10035,-73.93547714,40.80414693
27456-2017-ENFO,9380818,HOLLY DELI GROCERY INC,2017-04-18T00:00:00Z,Out of Business,Cigarette Retail Dealer - 127,Brooklyn,2520,LINDEN BLVD,NA,NA,NA,NA,BROOKLYN,NY,11208,-73.87105699,40.66720368
25955-2018-ENFO,9420804,"BEST BUY STORES, L.P.",2018-05-14T00:00:00Z,No Violation Issued,Electronic Store - 001,Manhattan,529,5TH AVE,NA,NA,NA,NA,NEW YORK,NY,10017,-73.97945529,40.75446697
6239-UNIT,9351840,"EXPERIENCE THE RIDE NY, LLC",2016-08-18T00:00:00Z,Re-inspection,Sightseeing Bus - 078,Manhattan,545,8TH AVE,NA,RM,14S,NA,NEW YORK,NY,10018,-73.99194384,40.7542956
46268-2017-ENFO,9393057,BIG APPLE CONVENIENCE & GIFT SHOP CORP,2017-07-14T00:00:00Z,Out of Business,Grocery-Retail - 808,Brooklyn,1158,FULTON ST,NA,NA,NA,NA,BROOKLYN,NY,11216,-73.95472313,40.68091954
57513-2017-ENFO,9403831,WESTSIDE DELI GROCERY INC.,2017-09-15T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,642,9TH AVE,NA,NA,NA,NA,NEW YORK,NY,10036,-73.99112007,40.76049043
45505-2017-ENFO,50080118,SPEEDWAY LLC,2017-07-13T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,2880,ATLANTIC AVE,NA,NA,NA,NA,BROOKLYN,NY,11207,-73.88801847,40.67707793
10485-2016-ENFO,9327932,UNIQUE BOUTIQUE THRIFT INC.,2016-02-04T00:00:00Z,No Violation Issued,Secondhand Dealer [General] - 006,Manhattan,402,3RD AVE,NA,NA,NA,NA,NEW YORK,NY,10016,-73.98067521,40.74223932
78427-2016-ENFO,40004624,BLOCK 1774 REALTY LLC,2016-12-15T00:00:00Z,Pass,Gas Station-Retail - 815,Staten Island,15,PAGE AVE,NA,NA,NA,NA,STATEN ISLAND,NY,10309,-74.23487525,40.52323843
19574-2017-ENFO,9362969,BUBBLES N GO INC.,2017-03-20T00:00:00Z,Warning,Laundry - 064,Manhattan,1026,SAINT NICHOLAS AVE,NA,NA,NA,NA,NEW YORK,NY,10032,-73.93980507,40.83539515
37256-2016-ENFO,50069477,N. & R. DELI INC.,2016-06-02T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Queens,7719,25TH AVE,NA,NA,NA,NA,EAST ELMHURST,NY,11370,-73.89111994,40.76259394
41223-2017-ENFO,9378999,"EXTECH BUILDING MATERIALS, INC.",2017-06-20T00:00:00Z,No Violation Issued,Hardware-Retail - 811,Queens,4387,VERNON BLVD,NA,NA,NA,NA,LONG ISLAND CITY,NY,11101,-73.95201906,40.75108002
21520-2017-ENFO,9374804,NEW CONTINENTAL BEAUTY SALON,2017-03-28T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Queens,861,CYPRESS AVE,NA,NA,NA,NA,RIDGEWOOD,NY,11385,-73.90538161,40.69964182
11844-2016-ENFO,9323195,EAST NEW YORK EYECARE INC.,2016-02-20T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Brooklyn,1680,PITKIN AVE,NA,NA,NA,NA,BROOKLYN,NY,11212,-73.91123158,40.6696022
9434-2017-ENFO,5404133,METRO COM 15 INC,2017-02-13T00:00:00Z,Violation Issued,Electronic Store - 001,Manhattan,4191,BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10033,-73.93783457,40.8480527
26481-2016-ENFO,5398920,"CORNER GOURMET II, INC.",2016-04-16T00:00:00Z,Violation Issued,Grocery-Retail - 808,Manhattan,66,W BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10007,-74.00993435,40.71465023
42564-2016-ENFO,3055505,MILLER HOME CENTER INC,2016-06-23T00:00:00Z,Out of Business,Misc Non-Food Retail - 817,Bronx,2340,GRAND CONCOURSE,NA,NA,NA,NA,BRONX,NY,10458,-73.8994007,40.85834018
6643-UNIT,10022873,"AKGUN, MUSA",2016-12-07T00:00:00Z,Pass,Pedicab Business - 130,Queens,5817,48TH AVE,NA,FL,2,NA,WOODSIDE,NY,11377,-73.90772233,40.73862482
75488-2016-ENFO,9305114,VISION 21 CLEANERS CORP.,2016-11-21T00:00:00Z,No Violation Issued,Laundry Jobber - 066,Bronx,691,CO OP CITY BLVD,NA,UNIT,A,NA,BRONX,NY,10475,-73.82390861,40.87986417
33369-2017-ENFO,80028403,576 ATLANTIC AVE MINI MART INC.,2017-05-18T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,576,ATLANTIC AVE,NA,NA,NA,NA,BROOKLYN,NY,11217,-73.97884944,40.68459352
41930-2016-ENFO,9341505,"NU-EDGE PHARMACY, INC.",2016-06-16T00:00:00Z,No Violation Issued,Drug Store Retail - 810,Brooklyn,7707,5TH AVE,NA,NA,NA,NA,BROOKLYN,NY,11209,-74.02330491,40.62782829
67423-2016-ENFO,9369062,IBI BEAUTY SUPPLY LTD,2016-10-12T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Queens,20013,LINDEN BLVD,NA,NA,NA,NA,SAINT ALBANS,NY,11412,-73.75212708,40.69448693
5651-2016-ENFO,9324962,URISORY INC.,2016-01-19T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Queens,7803,ROOSEVELT AVE,NA,NA,NA,NA,JACKSON HEIGHTS,NY,11372,-73.88749627,40.74726928
69731-2017-ENFO,9404248,MIAO'S BROTHERS INC.,2017-11-15T00:00:00Z,No Violation Issued,Laundry - 064,Queens,3078,14TH ST,NA,NA,NA,NA,ASTORIA,NY,11102,-73.93146422,40.76895987
42257-2016-ENFO,9342394,AMORE MIA LAUNDROMAT INC.,2016-06-17T00:00:00Z,No Violation Issued,Laundry - 064,Queens,7540,METROPOLITAN AVE,NA,NA,NA,NA,MIDDLE VILLAGE,NY,11379,-73.8773424,40.71291924
7164-2018-CMPL,9411718,KINGS AUTO MALL INC,2018-07-18T00:00:00Z,No Violation Issued,Secondhand Dealer Auto - 005,BROOKLYN,NA,EAST   89 STREET,RALPH AVENUE,NA,NA,NA,BROOKLYN,NY,11236,-73.92074364,40.65227037
4131-UNIT,9326815,"GRAY LINE NEW YORK TOURS, INC.",2016-04-21T00:00:00Z,Pass,Sightseeing Bus - 078,Brooklyn,43,2ND AVE,NA,NA,NA,NA,BROOKLYN,NY,11215,-73.9921482,40.6740635
75407-2017-ENFO,9395177,"METRO REFRIGERATION SUPPLIES, INC.",2017-12-12T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Brooklyn,923,FLUSHING AVE,NA,NA,NA,NA,BROOKLYN,NY,11206,-73.93585713,40.70219626
57317-2017-ENFO,50079859,EL CHUNGO GROCERY CORP.,2017-09-15T00:00:00Z,Out of Business,Cigarette Retail Dealer - 127,Brooklyn,98,MARCUS GARVEY BLVD,NA,NA,NA,NA,BROOKLYN,NY,11206,-73.94054443,40.69550429
