X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,DEVELOPMENT_CODE,PROJECT_NAME,SCATTERED_SITE_IND,PD_STATUS_TYPE_CODE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,TOTAL_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,PCT_OCCUPIED,NUMBER_REPORTED,PCT_REPORTED,MONTHS_SINCE_REPORT,PCT_MOVEIN,PEOPLE_PER_UNIT,PEOPLE_TOTAL,RENT_PER_MONTH,SPENDING_PER_MONTH,HH_INCOME,PERSON_INCOME,PCT_LT5K,PCT_5K_LT10K,PCT_10K_LT15K,PCT_15K_LT20K,PCT_GE20K,PCT_WAGE_MAJOR,PCT_WELFARE_MAJOR,PCT_OTHER_MAJOR,PCT_MEDIAN,PCT_LT50_MEDIAN,PCT_LT30_MEDIAN,PCT_2ADULTS,PCT_1ADULT,PCT_FEMALE_HEAD,PCT_FEMALE_HEAD_CHILD,PCT_DISABLED_LT62,PCT_DISABLED_GE62,PCT_DISABLED_ALL,PCT_LT24_HEAD,PCT_AGE25_50,PCT_AGE51_61,PCT_AGE62PLUS,PCT_AGE85PLUS,PCT_MINORITY,PCT_BLACK,PCT_NATIVE_AMERICAN,PCT_ASIAN,PCT_HISPANIC,MONTHS_WAITING,MONTHS_FROM_MOVEIN,PCT_UTILITY_ALLOW,AVE_UTIL_ALLOW,PCT_BED1,PCT_BED2,PCT_BED3,PCT_OVERHOUSED,TMINORITY,TPOVERTY,TPCT_OWNSFD,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL
-82.991416,35.494991,3237,NC062,Waynesville Housing Authority,NC062000001,Waynesville HA Low Income Project,Y,M,100,99,99,96,1,99,96.970001,96,100,5,10.42,2,195,315,487,14094,6939,7.87,30.34,23.6,16.85,21.35,19.79,1.04,71.88,21.48,87.5,67.71,1.04,31.25,67.71,29.17,22.41,28.95,16.41,3.13,34.38,22.92,39.58,4.17,12.5,3.13,3.13,0,6.25,10,78,0,0,43.75,26.04,30.21,12.5,8.22,13.82,66.32,37,Haywood,87,920900,1,1002,N,N,Haywood,87,93920,Waynesville,71500,Waynesville town (part),C1,,9999,,11700,"Asheville, NC Metropolitan Statistical Area",99999,,1,0,3711,3042,Y,,20 Solomon St Apt 101,,Waynesville,NC,28786,3694,,28786,26,9,28786369426,H,101,Apt,,2,,,,,80% Overall probable correctness,35.494991,-82.991416,S,,R,U,** Street-Level Rooftop **,37087,3771500,37087920900,3.70879E+11,463,62,22.04999924,10.26000023,98.95999908,10962,2022/01/06 20:00:29+00,560846,533412,8284566377,8284563377,info@waynesvillehousing.org,8287344584,,bethlowe23@yahoo.com
-78.647262,35.858201,3337,NC002,Housing Authority of the City of Raleigh,NC002000010,THE OAKS,N,M,50,50,50,47,1,1435,94,46,97.88,7,0,2.8,128,370,610,16040,5764,18.18,20.45,15.91,9.09,36.36,32.61,2.17,58.7,16.87,97.83,78.26,4.35,52.17,91.3,56.52,29.41,83.33,19.53,2.17,54.35,17.39,26.09,2.17,93.48,89.13,0,2.17,2.17,0,183,100,81,0,52.17,47.83,28.26,38.1,3.25,40.31,37,Wake,183,53716,2,2000,N,N,Wake,183,91548,House Creek,55000,Raleigh city (part),C1,,6640,"Raleigh-Durham-Chapel Hill, NC MSA",39580,"Raleigh-Cary, NC Metropolitan Statistical Area",99999,,1,0,3702,2304,S,,590 Lipscomb Ct,,Raleigh,NC,27609,4256,,27609,90,0,27609425690,S,,,,3,,,A,,70% Overall probable correctness,35.858201,-78.647262,S,,R,U,** Street-Level Rooftop **,37183,3755000,37183053716,3.71831E+11,575,60,10.93999958,10.93999958,100,13116,2022/01/06 20:00:29+00,343966,338221,9198316416,9198316160,info@rhaonline.com,9195081301,9198316160,info@rhaonline.com
-78.636363,35.792793,3338,NC002,Housing Authority of the City of Raleigh,NC002000036,Capital Park (HOPE VI Construction),N,M,60,60,60,58,1,1435,96.669998,58,100,6,3.45,2,118,559,610,28780,14146,1.79,10.71,16.07,8.93,62.5,53.45,0,41.38,30.23,75.86,43.1,3.45,46.55,84.48,46.55,21.43,43.75,15.25,0,56.9,15.52,27.59,1.72,93.1,84.48,0,0,8.62,22,111,100,200,41.38,29.31,29.31,6.9,32.76,8.71,48.94,37,Wake,183,50400,2,2001,N,Y,Wake,183,92612,Raleigh,55000,Raleigh city (part),C1,,6640,"Raleigh-Durham-Chapel Hill, NC MSA",39580,"Raleigh-Cary, NC Metropolitan Statistical Area",99999,,1,0,3702,2304,D,,181 Oak Chase Ln,,Raleigh,NC,27604,2274,,27604,99,8,27604227499,H,1SUD,,,2,,,N,,80% Overall probable correctness,35.792793,-78.636363,S,,R,U,** Street-Level Rooftop **,37183,3755000,37183050400,3.71831E+11,575,49,14.40999985,8.47000027,94.83000183,24528,2022/01/06 20:00:29+00,424485,400343,9198316416,9198316160,info@rhaonline.com,9195081301,9198316160,info@rhaonline.com
-79.991137,35.965051,3339,NC006,Housing Authority of the City of High Point,NC006000002,DANIEL BROOKS HOMES,N,M,216,216,216,0,0,1146,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,Guilford,81,13800,4,4001,N,N,Guilford,81,91484,High Point,31400,High Point city (part),C1,,3120,"Greensboro--Winston-Salem--High Point, NC MSA",24660,"Greensboro-High Point, NC Metropolitan Statistical Area",99999,,1,0,3706,1356,Y,,301 Henley St,,High Point,NC,27260,4182,,27260,99,0,27260418299,H,,,,1,,,A,,90% Overall probable correctness,35.965051,-79.991137,S,,R,U,** Street-Level Rooftop **,37081,3731400,37081013800,3.7081E+11,-4,-4,-4,-4,-4,-4,2022/01/06 20:00:29+00,-4,-4,3368872661,3368872414,amcgill@hpha.net,3368782375,3368872996,amcgill@hpha.net
-78.824079,34.55158,3346,NC089,Bladenboro Housing Authority,NC089000001,SPINNERS CT./HARMONY HMS/TWISTED HICKORY,Y,M,76,75,75,73,1,75,97.330002,73,100,5,9.59,2.6,193,264,564,12007,4541,13.43,38.81,20.9,11.94,14.93,21.92,1.37,68.49,26.59,91.78,72.6,1.37,60.27,87.67,56.16,20,84.62,16.06,4.11,60.27,19.18,16.44,0,87.67,80.82,5.48,0,1.37,8,83,100,155,10.96,38.36,50.68,21.92,31.5,17.62,59.86,37,Bladen,17,950500,1,1037,N,Y,Bladen,17,90296,Bladenboro,99999,Remainder of Bladenboro township,99,,9999,,99999,,99999,,0,0,3707,,D,,706 Chestnut St,,Bladenboro,NC,28320,6852,,28320,99,6,28320685299,H,1SUD,,,2,,,N,,80% Overall probable correctness,34.55158,-78.824079,S,,R,R,** Street-Level Rooftop **,37017,3799999,37017950500,3.7018E+11,528,93,7.76999998,9.32999992,98.62999725,9768,2022/01/06 20:00:29+00,494296,469208,9108634919,9108633000,scraig@bladenhousing.org,9108634919,9108633000,scraig@bladenhousing.org
-80.249012,36.113436,3355,NC012,Housing Authority of the City of Winston-Salem,NC012000040,Brookside View,Y,M,8,8,8,8,0,1433,100,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,Forsyth,67,301,1,1003,N,N,Forsyth,67,94068,Winston,75000,Winston-Salem city,C1,,3120,"Greensboro--Winston-Salem--High Point, NC MSA",49180,"Winston-Salem, NC Metropolitan Statistical Area",99999,,1,0,3706,3180,S,,1408 Wilson Ter,,Winston Salem,NC,27105,5867,,27105,8,1,27105586708,S,,,,1,,,A,,90% Overall probable correctness,36.113436,-80.249012,S,,R,U,** Street-Level Rooftop **,37067,3775000,37067000301,3.7067E+11,-4,-4,-4,-4,-4,-4,2022/01/06 20:00:29+00,-4,-4,3369176119,3369176119,kcheshire@haws.org,3369176119,,kcheshire@haws.org
-77.98606,35.369612,3356,NC015,Housing Authority of the City of Goldsboro,NC015000200,LINCOLN APARTMENTS,N,M,289,289,289,288,0,1190,99.650002,288,100,8,7.64,2.2,644,207,679,8709,3895,31.07,37.86,17.14,7.5,6.43,19.1,1.74,76.04,17.25,97.92,81.6,1.74,47.92,82.29,48.61,30.36,68.75,20.03,7.99,49.31,20.83,21.88,0.69,95.83,94.1,0,0,1.74,13,82,0,0,12.85,45.14,42.01,37.5,80.27,33.77,63.75,37,Wayne,191,1400,4,4025,N,N,Wayne,191,91260,Goldsboro,26880,Goldsboro city (part),C1,,9999,,24140,"Goldsboro, NC Metropolitan Statistical Area",99999,,1,0,3701,1158,S,,903A Lincoln Dr,,Goldsboro,NC,27530,6543,,27530,3,2,27530654303,S,,,,3,,,A,,70% Overall probable correctness,35.369612,-77.98606,9,H,4,U,**  Centroid Lat/Long   **,37191,3726880,37191001400,3.7191E+11,643,307,10.09000015,13.03999996,100,9516,2022/01/06 20:00:29+00,2346592,2207217,9197355650,9197314402,agoodson@hacg.org,9197354226,9197314402,agoodson@hacg.org
-78.548464,35.37289,3357,NC028,Benson Housing Authority,NC028000001,BHA Properties,Y,M,173,173,173,160,4,173,92.489998,160,100,6,8.75,2.6,413,269,752,10253,3972,27.7,27.7,20.95,14.19,9.46,26.88,0.63,63.75,10.75,98.75,95.63,1.88,52.5,83.75,51.88,20.51,67.44,15.25,2.5,56.25,14.38,26.88,1.25,80,63.75,0.63,0,15.63,16,109,0,0,20,36.88,43.13,20.63,29.05,25.24,61.23,37,Johnston,101,41400,3,3023,N,Y,Johnston,101,90144,Banner,5040,Benson town (part),C1,,9999,,39580,"Raleigh-Cary, NC Metropolitan Statistical Area",99999,,1,0,3707,258,S,,703 S Whittington St Apt,,Benson,NC,27504,1956,,27504,3,8,27504195603,S,,Apt,,1,N,,,,90% Overall probable correctness,35.37289,-78.548464,9,S,4,U,**  Centroid Lat/Long   **,37101,3705040,37101041400,3.7101E+11,702,222,11.61999989,7.75,100,9768,2022/01/06 20:00:29+00,1443053,1348579,9198944710,9192070444,bbrown@bensonhousing.org,9198944710,9192070444,bbrown@bensonhousing.org
-81.529431,35.300391,3358,NC034,"City of Shelby, Department of Housing",NC034000001,NORTHSIDE HEIGHTS,N,M,172,172,172,172,0,172,100,172,100,7,6.98,1.9,329,340,554,19394,10139,0.64,23.72,26.28,14.74,34.62,29.07,0,61.63,35.41,73.26,45.93,2.33,25.58,77.33,25,38,51.39,26.75,0,36.05,22.09,41.86,0,97.67,97.09,0,0,0.58,34,140,0,0,32.56,29.07,38.37,33.72,80.96,34.47,68.66,37,Cleveland,45,950900,1,1026,N,N,Cleveland,45,90686,Cleveland,61200,Shelby city,C1,,9999,,43140,"Shelby, NC Micropolitan Statistical Area",99999,,0,1,3705,2586,S,,801A Buffalo St Apt,,Shelby,NC,28150,4053,,28150,1,1,28150405301,S,,Apt,,0,,,,,100% Overall probable correctness,35.300391,-81.529431,9,S,4,U,**  Centroid Lat/Long   **,37045,3761200,37045950900,3.7046E+11,283,94,23.70999908,14.89000034,90.12000275,13536,2022/01/06 20:00:29+00,1143606,583151,7044846830,7044846860,,7044846830,7044846860,bryan.howell@cityofshelby.com
-79.994398,35.960397,3375,NC006,Housing Authority of the City of High Point,NC006000005,BEAMON COURTS,N,M,60,60,60,59,1,1146,98.330002,59,100,6,1.69,1.6,97,258,729,10969,6672,18.97,32.76,29.31,10.34,8.62,15.25,0,83.05,16.45,96.61,79.66,6.78,10.17,83.05,11.86,30.77,69.7,34.02,0,25.42,18.64,55.93,10.17,96.61,91.53,0,1.69,3.39,0,223,0,0,45.76,33.9,20.34,27.12,91.88,44.98,46.63,37,Guilford,81,13900,1,1002,N,N,Guilford,81,91484,High Point,31400,High Point city (part),C1,,3120,"Greensboro--Winston-Salem--High Point, NC MSA",24660,"Greensboro-High Point, NC Metropolitan Statistical Area",99999,,1,0,3706,1356,Y,,110 Price St,,High Point,NC,27260,5898,,27260,99,5,27260589899,H,,,,1,,,A,,90% Overall probable correctness,35.960397,-79.994398,S,,R,U,** Street-Level Rooftop **,37081,3731400,37081013900,3.7081E+11,680,20,37.11000061,9.27999973,98.30999756,9768,2022/01/06 20:00:29+00,515981,489449,3368872661,3368872414,amcgill@hpha.net,3368782375,3368872996,amcgill@hpha.net
-78.662135,35.797852,3382,NC002,Housing Authority of the City of Raleigh,NC002000011,MAYVIEW,N,M,61,60,60,59,0,1435,98.330002,59,100,6,6.78,2.4,143,344,610,14675,6055,10.71,26.79,23.21,14.29,25,33.9,1.69,57.63,15.37,98.31,81.36,1.69,50.85,93.22,49.15,20,64.29,17.48,1.69,54.24,20.34,23.73,1.69,96.61,93.22,0,0,3.39,31,145,100,148,0,66.1,33.9,22.03,13.96,19,57.24,37,Wake,183,51400,5,5004,N,N,Wake,183,92612,Raleigh,55000,Raleigh city (part),C1,,6640,"Raleigh-Durham-Chapel Hill, NC MSA",39580,"Raleigh-Cary, NC Metropolitan Statistical Area",99999,,1,0,3702,2304,S,,1120 Parker St,,Raleigh,NC,27607,6922,,27607,20,7,27607692220,S,,,,1,,,A,,90% Overall probable correctness,35.797852,-78.662135,S,,R,U,** Street-Level Rooftop **,37183,3755000,37183051400,3.71831E+11,575,55,12.59000015,9.78999996,100,12141,2022/01/06 20:00:29+00,431803,400343,9198316416,9198316160,info@rhaonline.com,9195081301,9198316160,info@rhaonline.com
-79.743565,36.121194,3398,NC011,Housing Authority of the City of Greensboro,NC011035120,WINDHILL COURT APARTMENTS,N,M,64,64,16,15,1,965,93.75,13,86.67,11,0,1.5,20,303,781,17031,11070,0,53.85,7.69,7.69,30.77,30.77,0,69.23,25.55,92.31,61.54,0,30.77,76.92,30.77,50,80,50,0,38.46,23.08,38.46,0,100,84.62,0,0,15.38,0,81,69.23,55,38.46,61.54,0,23.08,60.05,20.19,57.81,37,Guilford,81,15402,3,3001,N,N,Guilford,81,91228,Gilmer,28000,Greensboro city (part),C1,,9999,,24660,"Greensboro-High Point, NC Metropolitan Statistical Area",99999,,1,0,3706,1188,S,,103D Wind Hill Ct,,Greensboro,NC,27405,3049,,27405,3,3,27405304903,S,,,,1,,,A,,90% Overall probable correctness,36.121194,-79.743565,9,H,4,U,**  Centroid Lat/Long   **,37081,3728000,37081015402,3.7081E+11,696,6,25,30,92.30999756,9670,2022/01/06 20:00:29+00,140615,125287,3362758501,3363781307,jcox@gha-nc.org,3363033116,3363781307,jcox@gha-nc.org
-80.218212,36.043723,3399,NC012,Housing Authority of the City of Winston-Salem,NC012000022,STONEY GLEN APARTMENTS,N,M,50,48,48,43,5,1433,89.580002,42,97.68,6,16.67,2.1,88,313,559,15022,7170,5.26,28.95,23.68,13.16,28.95,42.86,0,47.62,21.82,83.33,66.67,0,78.57,95.24,76.19,25,50,14.77,14.29,54.76,16.67,14.29,0,90.48,88.1,0,0,2.38,41,42,100,123,0,100,0,16.67,67.19,36.25,64.46,37,Forsyth,67,3500,3,3000,N,N,Forsyth,67,94068,Winston,75000,Winston-Salem city,C1,,3120,"Greensboro--Winston-Salem--High Point, NC MSA",49180,"Winston-Salem, NC Metropolitan Statistical Area",99999,,1,0,3706,3180,S,,3744 Stoney Glen Dr,,Winston Salem,NC,27107,6245,,27107,44,8,27107624544,S,,,,1,,,A,,90% Overall probable correctness,36.043723,-80.218212,S,,R,U,** Street-Level Rooftop **,37067,3775000,37067003500,3.7067E+11,523,44,6.82000017,11.35999966,97.62000275,12388,2022/01/06 20:00:29+00,288312,282311,3369176119,3369176119,kcheshire@haws.org,3369176119,,kcheshire@haws.org
-78.626676,35.775772,3401,NC002,Housing Authority of the City of Raleigh,NC002000018,BIRCHWOOD / EASTWOOD,N,M,96,96,96,92,3,1435,95.830002,92,100,5,7.61,2.7,246,347,610,14775,5525,15.38,16.67,19.23,7.69,41.03,42.39,1.09,40.22,15.47,96.74,78.26,3.26,67.39,90.22,65.22,16.46,53.85,9.76,3.26,69.57,13.04,14.13,0,98.91,92.39,1.09,0,5.43,30,98,100,149,0,56.52,43.48,25,92.58,20.94,66.18,37,Wake,183,50700,1,1007,N,N,Wake,183,92612,Raleigh,55000,Raleigh city (part),C1,,6640,"Raleigh-Durham-Chapel Hill, NC MSA",39580,"Raleigh-Cary, NC Metropolitan Statistical Area",99999,,1,0,3702,2304,S,,316 Camden St,,Raleigh,NC,27601,1616,,27601,16,3,27601161616,S,,,,1,,,A,,90% Overall probable correctness,35.775772,-78.626676,S,,R,U,** Street-Level Rooftop **,37183,3755000,37183050700,3.71831E+11,575,128,6.5,6.0999999,100,12279,2022/01/06 20:00:29+00,673320,655734,9198316416,9198316160,info@rhaonline.com,9195081301,9198316160,info@rhaonline.com
-77.948778,34.2279,3462,NC001,Housing Authority of the City of Wilmington,NC001000007,SOLOMON TOWERS,N,M,151,151,151,146,5,1003,96.690002,145,99.31,7,4.83,1,149,267,802,11287,10984,2.76,51.03,33.79,8.28,4.14,6.21,0,93.79,14.67,98.62,88.28,0,0.69,50.34,0.69,84.81,86.36,84.56,0,20.69,33.79,45.52,1.38,82.76,80,1.38,1.38,0,49,101,0,0,99.31,0.69,0,0,27.09,30.4,21.34,37,New Hanover,129,11300,2,2003,N,Y,New Hanover,129,94044,Wilmington,74440,Wilmington city,C1,,9200,"Wilmington, NC MSA",48900,"Wilmington, NC Metropolitan Statistical Area",99999,,1,0,3707,3144,S,,15 Castle St,,Wilmington,NC,28401,5077,,28401,99,8,28401507799,H,,,,3,,,A,,70% Overall probable correctness,34.2279,-77.948778,S,,R,U,** Street-Level Rooftop **,37129,3774440,37129011300,3.7129E+11,746,1,45.63999939,45.63999939,100,9770,2022/01/06 20:00:29+00,1404871,1333003,9103417700,9103417760,vhamilton@wha.net,9103417700,9103417760,vhamilton@wha.net
-78.742962,35.516251,3463,NC010,Eastern Carolina Regional Housing Authority,NC010000008,AUSTIN ACRES,N,M,83,83,83,81,2,731,97.589996,81,100,1,4.94,2.1,169,391,599,18225,8735,8.64,29.63,20.99,11.11,29.63,35.8,1.23,62.96,23.82,83.95,69.14,1.23,32.1,80.25,33.33,28.57,51.28,20.12,1.23,33.33,17.28,48.15,1.23,83.95,76.54,0,1.23,6.17,0,108,92.59,107,17.28,58.02,24.69,35.8,45.48,15.78,76.14,37,Harnett,85,70904,1,1014,N,N,Harnett,85,90292,Black River,1400,Angier town (part),C1,,9999,,22180,"Fayetteville, NC Metropolitan Statistical Area",99999,,1,0,3707,54,Y,,9 Knollwood Ct,,Angier,NC,27501,9575,,27501,9,0,27501957509,S,,,,1,,,A,,90% Overall probable correctness,35.516251,-78.742962,S,,R,U,** Street-Level Rooftop **,37085,3701400,37085070904,3.70851E+11,562,55,25.44000053,8.27999973,95.05999756,13668,2022/01/06 20:00:29+00,581904,552734,9197350435,9197342320,gmatthis@ecrha.org,9197350435,9197342320,gmatthis@ecrha.org
-80.247673,36.116861,3527,NC012,Housing Authority of the City of Winston-Salem,NC012000032,"ARBOR OAKS, PHASE III B",N,M,72,72,29,28,1,1433,96.550003,27,96.43,6,25.93,2.5,68,339,559,15623,6203,20,8,36,16,20,40.74,0,51.85,22.69,85.19,70.37,7.41,77.78,92.59,81.48,15.38,0,5.88,14.81,74.07,7.41,3.7,0,100,100,0,0,0,3,58,88.89,112,0,70.37,29.63,7.41,98.4,34.89,69.83,37,Forsyth,67,400,3,3008,N,Y,Forsyth,67,94068,Winston,75000,Winston-Salem city,C1,,3120,"Greensboro--Winston-Salem--High Point, NC MSA",49180,"Winston-Salem, NC Metropolitan Statistical Area",99999,,1,0,3706,3180,D,,185 Willow Oak Dr,,Winston Salem,NC,27105,6053,,27105,99,3,27105605399,H,1SUD,,,2,,,N,,80% Overall probable correctness,36.116861,-80.247673,S,,R,U,** Street-Level Rooftop **,37067,3775000,37067000400,3.7067E+11,523,37,1.47000003,5.88000011,92.58999634,12402,2022/01/06 20:00:29+00,187733,181936,3369176119,3369176119,kcheshire@haws.org,3369176119,,kcheshire@haws.org
-82.06384,35.918235,3528,NC033,Spruce Pine Housing Authority,NC033000001,SPRUCE PINE,N,M,84,84,84,80,4,84,95.239998,80,100,3,17.5,2.7,219,332,501,17764,6489,5.56,25,15.28,11.11,43.06,43.75,1.25,43.75,30.07,76.25,51.25,1.25,52.5,65,33.75,24.59,26.32,11.42,7.5,53.75,15,23.75,2.5,11.25,3.75,0,0,7.5,7,89,97.5,119,7.5,38.75,53.75,30,8.81,17.96,61.75,37,Mitchell,121,950300,2,2032,N,Y,Mitchell,121,91285,Grassy Creek,64260,Spruce Pine town,C1,,9999,,99999,,99999,,0,0,3711,2712,S,,345 Fairground St,,Spruce Pine,NC,28777,5214,,28777,99,9,28777521499,H,,,,3,,,A,,70% Overall probable correctness,35.918235,-82.06384,S,,R,U,** Street-Level Rooftop **,37121,3764260,37121950300,3.7122E+11,472,93,10.05000019,9.13000011,95,13416,2022/01/06 20:00:29+00,481198,458669,8287659182,8287655972,sphousin@bellsouth.net,8287659182,,sprucepineha@mail.com
-78.882702,35.997147,3562,NC013,The Housing Authority of the City of Durham,NC013000003,SCATTERED SITES,Y,M,50,50,50,49,1,1149,98,48,97.96,6,0,1.1,51,265,954,11698,11010,2.33,44.19,32.56,13.95,6.98,8.33,0,81.25,13.54,97.92,93.75,0,0,64.58,0,58.82,87.1,74.51,0,4.17,31.25,64.58,2.08,95.83,89.58,0,2.08,4.17,0,146,0,0,100,0,0,0,93.22,35.48,61.05,37,Durham,63,900,1,1009,N,N,Durham,63,90932,Durham,19000,Durham city (part),C1,,6640,"Raleigh-Durham-Chapel Hill, NC MSA",20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",99999,,1,0,3704,828,S,,1103 Lowry Ave,,Durham,NC,27701,2657,,27701,3,0,27701265703,S,,,,1,,,A,,90% Overall probable correctness,35.997147,-78.882702,S,,R,U,** Street-Level Rooftop **,37063,3719000,37063000900,3.7063E+11,892,0,62.75,19.61000061,100,9768,2022/01/06 20:00:29+00,561035,492506,9196831551,9196831237,ascott@dha-nc.org,9196831551,,ascott@dha-nc.org
-81.675063,35.753489,3563,NC049,Morganton Housing Authority,NC049000002,PROVIDENCE PLACE,Y,M,150,148,148,145,3,247,97.970001,145,100,7,11.72,2.4,349,277,647,11905,4946,27.78,27.78,17.36,7.64,19.44,33.1,1.38,64.83,19.68,90.34,71.03,5.52,51.03,75.86,48.28,16.26,40.91,9.46,9.66,51.72,23.45,15.17,0,46.9,22.07,0,6.21,18.62,13,87,0,0,26.21,27.59,46.21,19.31,38.8,31.38,56.05,37,Burke,23,20600,2,2007,N,N,Burke,23,92136,Morganton,44400,Morganton city (part),C1,,9999,,25860,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",99999,,1,0,3705,1944,S,,105A Carolina St,,Morganton,NC,28655,2906,,28655,5,2,28655290605,S,,,,1,,,A,,90% Overall probable correctness,35.753489,-81.675063,9,H,4,U,**  Centroid Lat/Long   **,37023,3744400,37023020600,3.7023E+11,621,167,6.88000011,6.59000015,97.93000031,9655,2022/01/06 20:00:29+00,1125269,1050121,8284379101,8284398351,svillar@morgantonhousing.com,8284379101,8284398351,svillar@morgantonhousing.com
-80.877495,35.767452,3564,NC072,Statesville Housing Authority,NC072000004,Raleigh Hills,N,M,146,144,144,139,5,536,96.529999,139,100,5,17.27,3.5,483,251,622,10593,3049,23.33,25.83,19.17,16.67,15,28.06,0.72,56.83,15.12,96.4,84.17,1.44,76.98,92.81,76.98,17.07,75,10.35,7.91,74.1,7.19,10.79,0,85.61,73.38,0.72,0.72,10.79,18,72,0,0,10.79,22.3,66.91,7.91,81.08,30.94,72.82,37,Iredell,97,60200,2,2028,N,N,Iredell,97,93104,Statesville,64740,Statesville city (part),C1,,9999,,16740,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",99999,,1,0,3710,2754,S,,330 Winona St,,Statesville,NC,28677,6802,,28677,30,1,28677680230,S,,,,1,,,A,,90% Overall probable correctness,35.767452,-80.877495,S,,R,U,** Street-Level Rooftop **,37097,3764740,37097060200,3.70971E+11,595,302,3.51999998,7.65999985,100,9610,2022/01/06 20:00:29+00,1036751,956079,7048729811,7048788780,dskaf@sha-online.org,7048729811,7048788780,dskaf@iscecinc.org
-79.015713,34.617755,3670,NC014,Housing Authority of the City of Lumberton,NC014000001,"TUDOR CT., MYERS PK.,  HILTON HEIGHT",N,M,282,282,282,204,6,729,72.339996,204,100,7,17.65,1.7,350,240,876,10809,6300,23.53,40.69,17.65,7.84,10.29,9.31,0.49,90.2,24.26,93.63,74.51,0.98,27.94,67.65,28.43,46.85,85.25,40.29,4.9,37.25,27.94,29.9,0.98,88.24,60.29,27.45,0,0.49,23,63,0,0,63.73,19.61,16.67,4.9,77.91,45.57,58.1,37,Robeson,155,960801,4,4000,N,Y,Robeson,155,91940,Lumberton,39700,Lumberton city (part),C1,,9999,,31300,"Lumberton, NC Micropolitan Statistical Area",99999,,0,1,3709,1752,S,,400 N Martin Luther King Jr Dr,,Lumberton,NC,28358,5454,,28358,99,8,28358545499,H,,,,4,N,,A,,60% Overall probable correctness,34.617755,-79.015713,S,,R,U,** Street-Level Rooftop **,37155,3739700,37155960801,3.7156E+11,796,123,17.70999908,25.13999939,98.04000092,9768,2022/01/06 20:00:29+00,2143505,1938739,9106718200,9108024526,execdir@hacl014.com,9108024486,9108024526,execdir@hacl014.com
